,id,title,published_title,price,headline,is_paid,instructor_name,instructor_job,category
0,992788,CompTIA CDIA+ 5th Edition 225-030,comptia-cdia-5th-edition-225-030,$89.99,Certified Document Imaging Architect,True,Stone River,"500,000+ Happy Students",IT & Software
1,1093110,Windows Server 2016 with PowerShell,windows-server-2016-with-powershell,$89.99,Mastering and Automating,True,Vitalii,LearnIT,IT & Software
2,1346624,Learn Installation of Splunk Components,splunk-admin-architect-module-03-installation-of-splunk,$49.99,Once you have completed all course modules you will be able to clear Splunk Power User and Splunk Admin certification. !,True,Arunkumar,Splunker : Looking For Challenging Opportunities in Splunk,IT & Software
3,1353898,ExpressJS from Beginner to Advanced,expressjs-from-beginner-to-advanced,$89.99,Learn ExpressJS by building a real-world application from scratch,True,Ermin,IT Expert,IT & Software
4,1387910,Cryptography is more fun with R!,keep-your-secrets-under-control,$89.99,Learn and use Public Key Cryptography with R Statistical Software,True,Vladimir,Senior Engineering Specialist and Instructor,IT & Software
5,1469298,All NoSQL (HBase + Cassandra + MongoDB + Redis) for Big Data,learn-complete-nosql-dbs-hbasecassandramongodbredis,$89.99,Learn Complete NoSQL Databases  (HBase + Cassandra + MongoDB + Redis) for Big Data Testing and Development,True,Big Data,Big Data Engineer,IT & Software
6,559288,SAP Security Training,sap-security-and-authorizations,$89.99,A Practical and Detail Learning Program on SAP Security & Authorizations,True,Dev,SAP Security Consultant,IT & Software
7,580876,Introduction to Computer Networks for Non-Techies,introduction-to-computer-networks,$89.99,Learn the Fundamentals of Computer Networking for Non-Techies,True,Alton,Educator. Author. Poker Coach. IT & Business Professional.,IT & Software
8,1412272,Wireshark:  A Comprehensive Guide to Network Analysis,wireshark-network-analysis,$89.99,Wireshark is the world's most popular and widely-used network protocol analyzer to deep inspect hundreds of protocols!,True,TELCOMA Global,Fanatical Services to the Telecom & IT Industry Since 2009,IT & Software
9,1464694,Linux Administration +Linux Command Line+Linux Server 3 in 1,linux-administration-commend-line-complete-guide,$89.99,"Learn Linux Administration , Linux Command Line, Linux Server admin, Red Hat Linux, CentOS - Get Linux Certification",True,Up,New Skills Everyday!,IT & Software
10,1437620,AWS Virtual Private Cloud (VPC) - Hands On Learning!,aws-virtual-private-cloud-vpc,$29.99,Learn how to build and manage your VPC on Amazon Web Services,True,Aftab,Software Architect / Software Developer,IT & Software
11,1454880,Vaadin 8 & Maven - The crash course,vaadin-8-maven-the-crash-course,$89.99,A step by step introduction to Vaadin 8 & Maven  with lots of examples and 2 projects,True,Kiril,Java software Engineer| Programming Instructor,IT & Software
12,1445098,The Inner workings of the Browser for JavaScript & Web devs,the-inner-workings-of-the-browser-for-javascript-web-devs,$89.99,"Learn about 4 parsers, JS compiler, ""modeling, DOM, BOM, ""document"",  ""window"" objects, async and sync functions",True,Raja,Developer Advocate at Salesforce,IT & Software
13,1456380,Certified ISTQB Test Analyst Advanced Level (CTAL-TA) - 2021,istqb-test-analyst-advanced,$89.99,An online course to get ready and practice questions for the ISTQB Advanced Level Test Analyst certification (CTAL-TA),True,Maged,IEEE Certified Instructor - PMP -  ISTQB CTAL -  PMI-ACP,IT & Software
14,1545910,Learn Odoo ERP for Absolute Beginners 2019,learn-odoo-erp-for-absolute-beginners-2018,$119.99,Odoo functional training course for absolute beginners. Learn how to setup Odoo ERP for your business and install apps.,True,Priyanka,Odoo Technical Consultant & AWS Expert,IT & Software
15,1507676,Get a Job of your Dreams in IT,find-the-right-it-job,$89.99,Your first stop for IT Job - Learn everything about Information Technology (IT) fields,True,Imran,One of the top Instructor with over 300k+ students worldwide,IT & Software
16,1504046,SAPSD-C_TSCM62_66 Mock Test Updated 2019 +30DAYS  SAP SERVER,sap-sd-tscm62_66-mock-test,$19.99,SAP ERP Order Fulfillment and Sales and Distribution Certification Exam - Mock Test,True,SAPXPERT,Profissionalizando Consultores SAP Globalmente desde de 2010,IT & Software
17,1508964,Advanced Scripting & Tool Making using Windows PowerShell,advanced-scripting-tool-making-using-windows-powershell,$34.99,"PowerShell | Simplified advanced training on PowerShell with real world problems, PowerShell Automation & PowerShell Lab",True,TechSckool,Dreamer of educated world,IT & Software
18,1433138,IP Address Subnetting and VLSM  from beginning to advance,ip-address-subnetting-and-vlsm-from-beginning-to-advance,$24.99,"IP Addressing , Subnetting and VLSM with Reverse IP Engineering for all IT Professional to Fresher",True,Ajay,"Corporate Technical Trainer , CCIE(R&s) , AWS Certified",IT & Software
19,1546126,How to Connect LabVIEW to Data Dashboard on iOS and Android,labview-smart-devices-connections,$89.99,Learn LabVIEW Programming & LabVIEW Software to Connect Android & ios. LabVIEW is Amazing Graphical Programming,True,Milad,Professional Programmer,IT & Software
20,1550502,ARM Assembly Language From Ground Up™ 1,arm-assembly-programming,$49.99,"Build over 50 Assembly Programs -  ARM Instruction Set, Peripheral Driver Development, Algorithms, DSP routines etc.",True,Israel,Embedded Firmware Engineer,IT & Software
21,1581092,4G LTE / LTE-Advanced Wireless Mobile Communications,4g-lte-lte-advanced-wireless-mobile-communications,$109.99,4G LTE / LTE-Advanced Cellular Telecom Networks Training by Industry expert will help you get Job in Telecommunications,True,TELCOMA Global,Fanatical Services to the Telecom & IT Industry Since 2009,IT & Software
22,1380770,Learn Verilog with Xilinx VIVADO Tool,learn-verilog-programming-with-vivado-design-suit,$89.99,Learn Verilog Programming from top to bottom with Xilinx VIVADO Design Suite for FPGA Development,True,Digitronix,FPGA Design Company,IT & Software
23,1394884,Learn Arduino for Robots,arduino-robotics-for-beginners,$89.99,How to set up your arduino robot and learn the basics of arduino robotics,True,Giorgio,,IT & Software
24,1453872,Java 8 New Features In Simple Way,java-8-new-features-in-simple-way,$49.99,"Direct Class Room Videos To give Left and Right Anywhere about Lambda Expressions,Streams and More",True,DURGASOFT,Trainer at DURGASOFT,IT & Software
25,1187670,Programming PLC Using Text Commands - Mnemonic Language,programming-plc-using-text-commands-mnemonic-language,$89.99,Stop using Lader diagram and SFC and start Programming PLC using short codes in no time without even a computer,True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
26,1302144,Visual Studio Software Tester Practice Tests (70-497) 2020,software-testing-with-visual-studio-certification,$34.99,Final Prep For The 70-497 | Test Your Knowledge | Pass The First Time |,True,Inspiring Generations,Change is the end result of all true learning.,IT & Software
27,1301178,Offensive Python | Mastering Ethical Hacking Using Python,offensive-python-mastering-ethical-hacking-using-python,$89.99,Learn how to write your own python Security scripts during any ethical hacking operation to get the job done like a PRO,True,Mohammad,Penetration Tester,IT & Software
28,1297988,PIC Microcontroller Test Your Skills and Get Certified,pic-microcontroller-test-your-skills-and-get-certified-d,$89.99,This Course will help you test skills in Microcontroller and know where you are and what you need to improve yourself,True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
29,1283224,Manage spatial data with Microsoft SQL  Server,sqlserver-spatial,$44.99,Spatial SQL: a language for geographers,True,Arthur,Professor,IT & Software
30,1197796,Cyber Security - OSINT and Social Engineering Course,osint-and-social-engineering-course,$19.99,Learn the underlying basics of the Open Source Intelligence and Social Engineering,True,FourthWall,A new age Cyber Security Firm,IT & Software
31,1314676,Linux Administration with Troubleshooting Skills- Prime Pack,red-hat-linux-administration-advance-level-troubleshooting,$89.99,A Project-Based Approach to learn complete Linux Administration with Bash Shell Scripting in 40 Hours (375+) lectures.,True,Shikhar,Professional system administrator and IT Trainer,IT & Software
32,1221214,Formatting Your Books for Kindle And Smashwords Publishing,formatting-your-books-for-kindle-and-smashwords-publishing,$19.99,"Learn the tricks, use it on your books and sell it as a service",True,Sesan,Personal Development,IT & Software
33,1237320,Hands-On STM32: Basic Peripherals with HAL,hands-on-stm32-basic-peripherals-with-hal,$24.99,Becoming an expert in STM32 HAL programming. Practice on STM32 basic peripherals using STM32CubeMX.,True,Erwin,"R&D Engineer, Researcher (8000+ students)",IT & Software
34,1302160,VMware Network Virtualization (VCA6-NV) Practice Exam 2020,vca6-nv-practice-examget-vca6-nv-certified-easily-for-2018,$34.99,Final Prep For The VCA6-NV​,True,Inspiring Generations,Change is the end result of all true learning.,IT & Software
35,1283310,Beginner's Guide to WordPress SEO,complete-guide-to-wordpress-seo,$54.99,SEO for WordPress: Optimize your WordPress site for increased rankings in search engines. Yoast SEO series included!,True,Mark,Knowledge Empowers!,IT & Software
36,1187864,"PCB/Electronics: Thermal Management, Cooling and Derating",pcbelectronics-thermal-management-derating-fundamentals,$89.99,"Master the most important concepts of cooling, thermal management and derating, with a focus on PCB development aspects.",True,Marco,Top 10% Instructor - MSc -CEng - Senior Consultant,IT & Software
37,1306680,Get Certified with Electronics and Electricity Practice Test,electronics-electricity-and-magnetism-practise-test,$89.99,"This Course will help you test skills in Electronics, Electricity and Magnetism and what you need to improve yourself",True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
38,1226192,Arduino Vs Raspberry PI Vs PIC Microcontroller,arduino-vs-raspberry-pi-vs-pic-microcontroller,$89.99,"You will no longer wonder what board should you start with, or what board should you learn or use, this is your way in",True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
39,1271900,Ultimate Ansible Bootcamp by School of Devops®,ultimate-ansible-bootcamp,$89.99,Unofficial Guide to EX407 Redhat Certified Specialist in Ansible Automation,True,Gourav,Premium Instructor| 45k+ students| Devops Trainer and Author,IT & Software
40,1351886,The Complete LabVIEW Programming 2020: Beginner to Advanced,a-to-z-of-labview-primary-programming-course,$119.99,"Learn Everything About LabVIEW Programming, Software, Sensors, Serial And Ethernet Data Acquisition (DAQ) of LabVIEW",True,Milad,Professional Programmer,IT & Software
41,1334924,CISSP EASY/MID questions #3 - ALL CISSP domains 250 Q - 2021,cissp-certification-practice-exam-3,$89.99,CISSP certification practice questions #3 - 2 FULL 125 question CISSP tests - 250 CISSP questions total - 2021 version,True,Thor,"Best Selling and Highest Rated CISSP, PMP & CISM instructor",IT & Software
42,1334930,CISSP EASY/MID questions #4 - ALL CISSP domains 250 Q - 2021,cissp-certification-practice-exam-4,$89.99,CISSP certification practice questions #4 - 2 FULL 125 question CISSP tests - 250 CISSP questions total - 2021 version,True,Thor,"Best Selling and Highest Rated CISSP, PMP & CISM instructor",IT & Software
43,1218790,Basics in Plan to Produce (P2P) Process: Oracle SCM Cloud,plan-to-produce-p2p-with-oracle-scm-and-iot-cloud,$89.99,Learn how you can do P2P in the cloud using Oracle SCM and IoT and position your career on ERP Cloud Applications,True,Solution,Enterprise Cloud Applications,IT & Software
44,1331966,How to Solder Electronic Components Like A Professional,how-to-solder-electronic-components-like-a-professional,$89.99,In this Course you will learn how to Master Soldering in no Time,True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
45,1302124,MCSA: SQL Server 2012/2014 Practice Exam For 2020,mcsa-sql-server-20122014-practice-exam-for-2018,$34.99,Final Prep For The MCSA: SQL Server 2012,True,Inspiring Generations,Change is the end result of all true learning.,IT & Software
46,1302146,Juniper JNCIS Routing and Switching Practice Exam For 2020,jncis-ent-practice-examget-certified-easily-for-2018,$34.99,Final Prep For The JNCIS-ENT Exam | Test Your Knowledge | Pass The First Time |,True,Inspiring Generations,Change is the end result of all true learning.,IT & Software
47,1194706,Microsoft SCCM/Endpoint Configuration Manager for Beginners,system-center-configuration-manager,$89.99,"The fluff-free SCCM course that shows you how to install and administrate SCCM within your network, screen-by-screen",True,Paul,"Expert IT Instructor: 129k Students, 16k Reviews, 17 Courses",IT & Software
48,1168836,How to become a successful SAP functional consultant,how-to-become-a-successful-sap-functional-consultant,$19.99,Learn tricks and techiques that would help you to get more recognition and more hikes as an SAP functional consultant,True,Sami,"SAP Functional Consultant, Blockchain Expert, Author",IT & Software
49,1076466,Learn VirtualBox Server and Network Virtualization!,learn-virtualbox-server-and-network-virtualization,$19.99,Learn Server and Network Virtualization with Oracle VM VirtualBox,True,Paul,"Expert IT Instructor: 129k Students, 16k Reviews, 17 Courses",IT & Software
50,1198532,Part 2: AWS Certified Solutions Architect SAA C02,2-aws-certified-solutions-architect-guide-question-bank,$89.99,"AWS Associate Certification Exam - Master Services for Solutions Architect, Sysops Administrator, Developer",True,Chandra,Cloud Wave LLC,IT & Software
51,1084858,Cisco | Data Encapsulation 101,data-encapsulation-101,$19.99,Cisco CCNA exam objectives - Learn how data is encapsulated and communicates across networks using labs and wireshark!,True,Keith,Network Engineer - Bootcamp Instructor,IT & Software
52,766450,Lean Six Sigma Green Belt with Minitab Made Easy,lean-six-sigma-green-belt-made-easy-with-minitab,$49.99,Probably the best training on Lean Six SIgma Green Belt everdone. Learn with real time examples on Minitab,True,ExcelR,Pioneer in professional management trainings & consulting,IT & Software
53,897895,Azure - Deploying Virtual Machines,azure-deploying-virtual-machines,$39.99,"This course is designed to instruct students on Azure as it pertains to Virtual Networks, Virtual Machines, and Storage",True,Intellezy,Computer Training Specialists,IT & Software
54,820716,Mastering Crunch the Powerful Password Generating Tool,crunch-tool,$49.99,Generate any type of passwords list using crunch tool,True,Wael,Computer Engineer and IT specialist,IT & Software
55,735204,NetApp ONTAP 9 Storage Essentials,netappstorage,$139.99,Become a SAN and NAS Storage Ninja and pass the NetApp NCDA exam in 2021!,True,Neil,Building your Cloud and Data Center career,IT & Software
56,802366,"REST API Design, Development & Management",rest-api,$74.99,"Learn the REST API Concepts, Design best practices, Security practices, Swagger 2.0/OAI, Hands on API Management",True,Rajeev,"IT Consultant, Mentor, Innovation evangelist",IT & Software
57,842554,PIC Microcontroller: Learn By Building Practical Projects,pic-microcontroller-learn-by-building-practical-projects,$49.99,Learn PIC Microcontroller By Creating Real Life Practical Projects with your own Hands in this Step By Step Guide,True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
58,961720,CCIE Enterprise Infrastructure - BGP,xtreme-bgp,$49.99,Learn BGP for the CCIE Enterprise Infrastructure Practical Exam,True,JP,CCIE#47408 - Technical Solutions Architect @ Cisco Systems,IT & Software
59,989126,Microsoft 70-462: Administering SQL Server 2012 Databases,microsoft-70-462-administering-sql-server-2012-databases,$89.99,Know all about SQL Server 2012 Databases,True,Stone River,"500,000+ Happy Students",IT & Software
60,868436,OpenStack: Public & Hybrid IaaS Cloud with OpenStack,openstack-iaas-cloud-with-open-stack,$89.99,OpenStack: Learn sought after skills with rising demand. Build your own Public & Hybrid IaaS Cloud with OpenStack!,True,TetraNoodle,REAL KNOWLEDGE. REAL EXPERIENCE. REAL VALUE.,IT & Software
61,1007598,IPv6 mastery for cisco engineers (CCNA/CCNP/CCIE) candidate,ipv6-mastery-for-cisco-engineers-ccnaccnpccie-candidate,$29.99,"This course is for people who want to gain a solid understanding of ipv6, and thoses preparing for CCNA/CCNP/CCIE",True,ZAKARIA,Network and System Engineer CCIE #55957,IT & Software
62,958960,How to Turn Any Surface into Touch Surface,how-to-turn-any-surface-into-touch-surface,$89.99,A-Z Guide the will help you turn any surface into Touch surface effectivly at a very low cost,True,Ashraf,"Top-Rated Instructor, 120k+ Students",IT & Software
63,821390,Learning FileMaker Pro 15 - Volume 1,learning-filemaker-pro-15-volume-1,$34.99,Complete Course for Mastering FileMaker Pro,True,Richard,CEO & Senior Engineer,IT & Software
64,984866,CompTIA A+ 220-902,comptia-a-220-902,$89.99,A+ Certification program is one of the largest certification worldwide.,True,Stone River,"500,000+ Happy Students",IT & Software
65,867742,Advanced Python With VM Internals,python-advanced,$24.99,Learn Advanced Python with Virtual Machine Insights,True,Vivek,Please do not buy my courses any more,IT & Software
66,1032310,MultiChain: How To Setup A Private Blockchain Using AWS EC2,multichain-how-to-setup-private-blockchain-using-aws-ec2,$89.99,"Learn MultiChain, And Setup Your Own Private Blockchain In Two Hours Using AWS Cloud.",True,Toshendra,Entrepreneur in Security & Blockchain,IT & Software
67,878346,Cisco Packet Tracer CCNA 200-301 Labs Adventure 2,cisco-packet-tracer-ccna-labs-adventure-2,$69.99,"***New CCNA 200-301 Exam is EASY to Pass Anymore..! With This Lab Training Learn, Practice and Get Certified***",True,IPCisco.com,Network Instructor,IT & Software
68,865984,A+ 2016: Operating Systems Fundamentals,it-operating-systems-comptia-a-plus-900,$44.99,"Gain full understanding of windows, mac, linux, cloud OS while preparing for CompTIA A+ Certification (900 Exam).",True,LearnSmart,Smarter Training. Never Open a Textbook.,IT & Software
69,1075236,Network IP Services Practical Labs,network-services,$19.99,"Learn Some of the Most Interesting Topics such as Network Address Translations, PAT , HSRP, VRRP , GLBP  and many more",True,Ashish,Network Engineer and Trainer,IT & Software
70,1046104,Information Security Awareness-ISO 27001:2013,isms-awareness,$74.99,Information Security Literate-Cyber security awareness course,True,infySEC,Head - Cyber Security Research,IT & Software
71,1174234,Arduino Weather Station: Step By Step Guide,arduino-weather-station-step-by-step-guide,$89.99,"Create your Own weather station using Arduino and get Temperature, Humidity and Time at your own home in no time",True,Educational Engineering,Team of skilled Engineers Sharing Knowledge with the World,IT & Software
72,1123492,Computer Networks for Beginners,computer-networks-for-beginners,$34.99,Simple and easy explanations of computer networking topics,True,Sanida,Computer Scientist,IT & Software
73,1162310,Practice Test AWS Solutions Architect Associate SAA C02,practice-test-aws-certified-solutions-architect-associate,$49.99,"In 1 hour, you will gain substantial insight to pass the certification exam.",True,Chandra,Cloud Wave LLC,IT & Software
74,989100,Microsoft 70-463 Implementing a Data Warehouse with SQL...,microsoft-70-463-implementing-a-data-warehouse-with-sql,$89.99,Implementing Data Warehouse with SQL Server 2012,True,Stone River,"500,000+ Happy Students",IT & Software
75,978338,FPGA Turbo Series - Communication Protocols,fpga-turbo-series-communication-protocols,$49.99,Implementing fully functional communication protocols on your FPGA development board,True,Jordan,FPGA * VHDL * MATLAB Enthusiast,IT & Software
76,1111706,Cisco CyberOps Associate CBROPS 200-201: The Complete Course,cisco-ccna-cyber-ops-the-complete-course,$119.99,Learn Cyber Security and prepare for your Cisco CyberOps (CBROPS) certification exam. Kali Linux tutorial included!,True,Matt,Cisco CCNA Instructor - IPversity,IT & Software
77,999182,ISTQB - Certified Tester Foundation Level (CTFL),istqb-certified-tester-foundation-level-ctfl-j,$89.99,A Detailed Approach for ISTQB CTFL training and many sample Question papers with the correct answers,True,Hema Prasad,"QA, QTP , Selenium , QC , Mobile testing, SoapUi trainer",IT & Software
78,1648160,Ruby: Fundamentals,ruby-fundamentals-r,$89.99,Ruby: Fundamentals,True,Integrity,Certification Trainers for Over 20 Years,IT & Software
79,1570244,PL/SQL Oracle Database Administration: Server UNIX & Queries,plsql-oracle-database-administration-server-unix-queries,$89.99,"PL/SQL Oracle Database Administration: Server UNIX & Queries, Microsoft Access, System Administration & SQL Commands",True,Easy,"Expert in Programming, Development, Business & More!",IT & Software
80,1642530,70-643: Microsoft Windows Server 2008 Applications Infrastru,70-643-microsoft-windows-server-2008-applications-infrastru,$89.99,Configuring a Windows Server 2008 Applications Infrastructure,True,Integrity,Certification Trainers for Over 20 Years,IT & Software
81,1620208,CompTIA Advanced Security Practitioner (Part 1 of 2),comptia-advanced-security-practitioner-exam-cas-002-part1,$89.99,CompTIA Advanced Security Practitioner (Exam CAS-002) (Part 1 of 2),True,Stone River,"500,000+ Happy Students",IT & Software
82,1514040,FPGA Design with MATLAB & Simulink,fpga-design-with-matlab-simulink,$89.99,"FPGA Design approach with System Generator of MATLAB/Simulink & HDL Coder, Course introduced the Complete Design Flow",True,Digitronix,FPGA Design Company,IT & Software
83,1619666,Intermediate Hadoop: Process & Analyze Large Data Sets,hadoop-intermediate,$89.99,Hadoop: Intermediate,True,Integrity,Certification Trainers for Over 20 Years,IT & Software
84,1597108,ISTQB Certified Tester Foundation Level CTFL 2018 Syllabus,istqb-certified-tester-foundation-level-ctfl-bs,$89.99,Learn software testing techniques and prepare for the ISTQB Foundation CTFL level exam 2018 Syllabus,True,Bryn,Software Testing Instructor,IT & Software
85,1595422,GNS3 v1.4.4 With VMware Vsphere v6.0 Integration,gns3-v1-4-4-with-vmware-vsphere-v60-integration,$59.99,Integrating Vsphere VMs into GNS3 LABs,True,Ahmed,Senior Network Engineer At DebugZ,IT & Software
86,1514888,Ethical Hacking & Penetration Testing: Kali Linux & Security,ethical-hacking-penetration-testing-kali-linux-security,$89.99,"Ethical Hacking And Penetration Testing: Learn To Hack Network, Cyber & Web Security From Scratch, Nmap & Metasploit",True,Infinite,Start Your Path To Incredible Knowledge Today With Experts!,IT & Software
87,1618264,Cisco Meraki : Basic Concepts & Setup,meraki-basics,$89.99,With Ratnesh K 2xCCIE #61380 ( Security | Data Center ),True,Ratnesh K -,2xCCIE (DC & Security) # 61380 - Consultant & Trainer,IT & Software
88,1520114,The Best Solution Architect - A Complete Understanding,the-best-solution-architect-a-complete-understanding,$19.99,​Learn every aspect to become the best Solution Architect to take your career at next level,True,Vishal,Solution Architect & Consultant,IT & Software
89,1691792,"Build IOT Apps using Raspberry Pi, AspNet Core and SignalR",build-iot-apps-using-raspberry-pi-aspnet-core-and-signalr,$49.99,"Developing Internet Of Things Applications  using Raspberry Pi 3,  AspNetCore and SignalR Core",True,F. Frank,"Software Architect, Author",IT & Software
90,1221852,"Object Oriented Analysis, Design & Programming with UML",oo-analysis-design-programming,$89.99,"Learn OO Analysis, Design & Programming using UML in C++, Java & C#",True,Umar,"Trainer, developer & founder at Poash Technologies",IT & Software
91,1385202,"Cisco Switching TSHOOT Labs for CCNA,CCNP, and CCIE Students",cisco-switching-tshoot-labs-for-ccna-ccnp-and-ccie-students,$19.99,"Cisco Troubleshooting Labs in Switching for CCNA, CCNP, and CCIE Students",True,Bassam,"Remote Author @ INE & Cisco Instructor, CCDP, CCNPx3, VCP",IT & Software
92,1329968,AWS Certified Solutions Architect (Cert Guide): AWS Hands-on,aws-certified-solutions-architect-aws-cert-guide,$89.99,Want to Pass AWS Certified Solutions Architect - Associate Exam? Then make a Right Decision and Enrol Now.,True,TELCOMA Global,Fanatical Services to the Telecom & IT Industry Since 2009,IT & Software
93,1449160,"ACL for Audit, Data analysis and Visualization",acl-for-audit-data-analysis-and-visualization,$79.99,ACL(Audit Command Language) analytics for tasks automation and data science.,True,Samuel,IT CONSULTANT,IT & Software
94,1258344,CCENT 100-105 ICND1 Practice Exams - Pass your Cisco exam,ccent-practice-exams-pass-your-cisco-exam,$24.99,CCENT practice exam questions with explanations and exam tips. Great for CCNA students as well.,True,Marious,"IT Exam Practice, Network Engineer and Instructor",IT & Software
95,1272242,"Plan, Implement and Manage  Microsoft Azure Intune",microsoft-azure-intune,$49.99,"Secure and Control your PC's and Mobile Devices from Anywhere, Anytime.",True,Parwiz,Systems and Network Engineer / IT Trainer,IT & Software
96,1343886,The Ultimate AWS Certified Solutions Architect - Associate,the-ultimate-aws-certified-solutions-architect-associate,$89.99,"Pass the AWS certification exam by mastering the most important AWS services: IAM, EC2, Route 53 (DNS), VPC, and RDS.",True,Bernard,"Cloud consultant, writer, and thought leader",IT & Software
97,1342982,ARM Cortex M Microcontroller DMA Programming Demystified,microcontroller-dma-programming-fundamentals-to-advanced,$34.99,"Direct Memory Access Demystified with STM32 Peripherals (ADC, SRAM,UART,M2M,M2P,P2M) and Embedded C code Exercises",True,FastBit Embedded,Works on Firmware and Embedded Engineering,IT & Software
98,1316046,BGP Labs: A Premier to BGP Routing Protocol,bgp-labs-premier,$19.99,Get going in BGP by Practice,True,Pegasus,Network Courses and Training Since 2004,IT & Software
99,1549248,Blockchain and Cyber Security,blockchain-and-cyber-security,$19.99,Learn how Blockchain will change the IoT security,True,Giorgio,,IT & Software
100,1198134,Business Analysis: Ultimate guide to kick start your career,business-analysis-ultimate-guide-to-kick-start-your-career,$89.99,How to land your dream job in Business Analysis and not only,True,Cristian,"Business Consultant, CIP MBA",Personal Development
101,1046708,Time Management Tool Box,time-management-tool-box,$59.99,"Get your Time Management under control. A simple process for being Reliable, Professional and Effective.",True,Bridget,Building foundations  for your success.,Personal Development
102,1121500,20/20 Visions,school-of-prophetic-ministry,$19.99,Prophetic School 201,True,Tom,Prophetic Equipping School Pastor,Personal Development
103,983860,Mastering Organization Vol 5: The Best Cloud Drive System,cloud-drive,$89.99,Get the in-depth details on all the top cloud services including two that support 10TB and 100TB/month.,True,Timothy,"Author of ""Accelerated Learning for Entrepreneurs""",Personal Development
104,1043702,Personal Life Planning: Get The Life You Want,discover-your-personal-life-plan,$49.99,Explore what you want out of life and what makes you tick then action Personal Life Plan goals from day 1,True,Denise,Executive Coach at Enabling Transitions,Personal Development
105,1258394,Unlock your passion to live a fulfilling and content life,unlock-your-passion-to-live-a-fulfilling-and-content-life,$89.99,Find your passion and fight for it. Get inspired. Be independent of other peoples’ opinions. Be a master at your gift.,True,Rohit,Self-Enrichment Author | Business Consultant | Results Coach,Personal Development
106,1306952,Life Coaching: Find Your Profitable Purpose-Driven Niche,life-coaching-find-your-profitable-purpose-driven-niche,$89.99,"Get more coaching clients! Evolve your life coaching business (to what works), package your gift & target your tribe!",True,Joeel,"Top instructor with over 300,000 students",Personal Development
107,1392896,Focus To Finish-Do more work in less time,focus-to-finish-get-things-done,$69.99,Enjoy Getting Things Done With Focus and Fun Without Working  For Longer Hours,True,Mayur,Consultant | Obsessed With Clients' Success,Personal Development
108,1346760,Expert Memory Techniques and Boost Your IQ and Creativity,expert-memory-techniques,$69.99,"Memorize anything like a Champion, become Smarter, Intelligent, Creative and Speed Reading",True,Ravindra,Instructor,Personal Development
109,688432,Anger Management Techniques That Actually Work,howtocontrolanger,$129.99,"How to Control Anger so You Can Feel Good, Have Better Relationships and Reduce Stress - Anger Management Techniques",True,Ken,"Best-Selling Instructor 74,140+ Students in 182 Countries",Personal Development
110,596438,304  -  Bible Translation: Has It Been Changed?,304-bible-translation-has-it-been-changed,$24.99,Was the Bible Just a Game of Telephone or Has It been Accurately Preserved?,True,Kevin,Christian Apologetics Teacher,Personal Development
111,615274,Learn to Fully Charge Your Work & Life by Tom Rath,learn-to-fully-charge-your-work-life-by-tom-rath,$89.99,"Learn the keys to leading your best, fully-charged life from Tom Rath, the best-selling author of StrengthsFinder.",True,Tom,Researcher & Best-Selling Author of StrengthsFinder 2.0,Personal Development
112,594212,Activate Your Miracle Consciousness,activate-your-miracle-consciousness,$19.99,Awaken your inner abundance and draw miracles to you with ease. ,True,Angelica,Bringing Happiness to Humanity through Education,Personal Development
113,660180,The Best Sleep Of Your Life: Steps To Try Tonight,the-best-sleep-of-your-life,$89.99,Having a good sleep is something challenging! Learn today what it takes to have the best sleep of your life!,True,Bob,Winner of European Life Coaching Award (Barcelona),Personal Development
114,602850,How to Deal with Difficult People ,how-to-deal-with-difficult-people,$39.99,How in the World Do You Get Along with Someone Who - No Matter What You Do - Is Darn Near Impossible to Get Along with? ,True,Robert,Founder of Parkinsons Recovery,Personal Development
115,1504494,Confidence Life Coach Certification & Confidence Blueprint,confidence-life-coach-certification,$124.99,Confidence & Growth Mindset Strategies that will Help Your Life Coaching Clients Develop Unstoppable Confidence,True,Joeel,"Top instructor with over 300,000 students",Personal Development
116,1523608,Plan Your Success. Vision and Goal Setting Systems That Work,success-goal-setting,$89.99,Stop wishing and start doing. Achieve the Life you dream of today!,True,Scott,"Executive Producer (42 Podcasts, 150+ courses)",Personal Development
117,1496292,"ADHD Study Skills For High School, College, & Grad School",adhd-study-tricks-for-high-school-university-grad-school,$89.99,Award-winning Prof & Therapist with ADD shares how to get those top grades & surprise yourself with your greatness!,True,Prof Alina,"Psychotherapist & Prof specializing in ADHD, ASD, & Marriage",Personal Development
118,1434492,Modern Productivity — Superhuman Focus In A Distracted World,modern-productivity,$89.99,"Boost your productivity, reclaim your focus, and achieve your goals with this proven approach to personal productivity!",True,Brad,"Entrepreneur, Journalist, & Bestselling Instructor",Personal Development
119,1523798,Astral Meditation Made Easy,astral-meditation-made-easy,$59.99,Guided Astral Meditation | Learn how to astral project with guided visionary experiences,True,Tyler,Psychic Medium,Personal Development
